point_id,visit_day,cluster_id,order_in_route,manager,lat,lon
ID80,5,15,0,0,56.236934931991584,43.98787973638756
ID209,5,15,1,0,56.24287386533938,44.01251528298162
ID212,5,15,2,0,56.24270462452943,43.992707364454986
ID266,5,16,3,0,56.27228190269128,43.94437128593528
ID264,5,16,4,0,56.2714708779557,43.93947225471975
ID267,5,16,5,0,56.2794855831549,43.957673419450856
ID145,5,17,6,0,56.21926722863013,43.2175944820124
ID144,5,17,7,0,56.22646670477133,43.18439120333012
ID219,5,18,8,0,56.13833080176512,44.192070072807255
ID115,5,18,9,0,56.136439807331286,44.19872775356996
ID221,6,18,0,0,56.12944983862044,44.19523885162727
ID118,6,18,1,0,56.13736066046265,44.196681219556986
ID114,6,18,2,0,56.13104208657535,44.19344467944899
ID220,6,18,3,0,56.13982267539686,44.195323783745486
ID116,6,18,4,0,56.132578785005535,44.19592624515845
ID217,6,18,5,0,56.13469247899088,44.201565367838334
ID596,6,19,6,0,56.359192623791664,44.08313415057015
ID599,6,19,7,0,56.361565000892334,44.08808009201864
ID507,6,19,8,0,56.36519692188161,44.113883957445175
ID506,6,19,9,0,56.35593152053329,44.08862120226211
ID503,7,19,0,0,56.350342924241495,44.08147422507146
ID571,7,21,1,0,56.35644243312824,43.85070613411087
ID572,7,21,2,0,56.360154810152935,43.83891154250947
ID557,7,21,3,0,56.35752393267014,43.82610704212056
ID575,7,21,4,0,56.3709410566756,43.82248524314524
ID473,7,21,5,0,56.35735152736915,43.82677527363371
ID528,7,21,6,0,56.37215354178904,43.82731732820286
ID529,7,21,7,0,56.36657862386498,43.8393381608978
ID19,7,22,8,0,55.33137096828158,42.16406086141772
ID342,7,23,9,0,56.27115447468166,43.89017012045908
ID400,8,23,0,0,56.28842744250349,43.901491091005646
ID325,8,23,1,0,56.29045721855783,43.89291298235662
ID403,8,23,2,0,56.29037383767971,43.8789651487573
ID327,8,23,3,0,56.289887196798574,43.88383716515341
ID402,8,23,4,0,56.29438929516095,43.89182319493696
ID344,8,23,5,0,56.28199561245896,43.892782560281546
ID191,8,24,6,0,56.24459988735594,43.51122610491065
ID194,8,24,7,0,56.24419861396787,43.52323210006809
ID100,8,24,8,0,56.24034850927207,43.50461305929216
ID312,8,25,9,0,56.2377024914979,43.83790403230466
ID313,9,25,0,0,56.24503470441234,43.82358909456292
ID409,9,25,1,0,56.252801517091406,43.80758521468213
ID281,9,25,2,0,56.23784668239407,43.840048894384125
ID413,9,25,3,0,56.251091899699226,43.834723137758985
ID316,9,25,4,0,56.25500326587811,43.83190128873316
ID512,9,26,5,0,55.99605425504678,43.110016035463104
ID444,9,27,6,0,56.3180645943479,43.92377888618074
ID544,9,27,7,0,56.31727011457803,43.92689593856258
ID542,9,27,8,0,56.31928086911113,43.917496846374526
ID581,9,27,9,0,56.337693783998375,43.92887700697198
ID457,10,27,0,0,56.31652199520433,43.92609321194004
ID443,10,27,1,0,56.31668971569624,43.920027799737845
ID442,10,27,2,0,56.31596889135078,43.91489333621413
ID20,10,28,3,0,55.55330390775581,42.20486959243998
ID21,10,28,4,0,55.54331798668023,42.21141188916784
ID292,10,29,5,0,56.25155577379688,43.94162696016205
ID378,10,29,6,0,56.25729257681174,43.93593662298757
ID283,10,29,7,0,56.26132404455859,43.92163344125717
ID379,10,29,8,0,56.2514952575296,43.94202490458854
ID386,10,29,9,0,56.26161592296553,43.92178823586716
ID271,11,29,0,0,56.24818311071719,43.92734123003014
ID256,11,30,1,0,56.28412610913272,43.99792886655224
ID255,11,30,2,0,56.28808811946155,43.994957451318
ID453,11,31,3,0,56.42068970916382,43.644529985733904
ID566,11,32,4,0,56.324574581454286,43.84115802510237
ID526,11,33,5,0,56.4091389753451,43.704160286188056
ID554,11,33,6,0,56.409229986926086,43.706774346335806
ID351,11,34,7,0,56.26285562404271,43.898092119834686
ID350,11,34,8,0,56.262279414914005,43.89681122842311
ID337,11,34,9,0,56.25827200575235,43.89847518919581
ID349,12,34,0,0,56.25624523883167,43.90150506502646
ID308,12,35,1,0,56.262911942769705,43.86345616973821
ID307,12,35,2,0,56.26450647611258,43.86124567678081
ID318,12,35,3,0,56.25670095235744,43.85002680321213
ID392,12,35,4,0,56.27237667642416,43.86234944935544
ID87,12,36,5,0,56.24936010460922,44.0959120960075
ID226,12,38,6,0,56.23681909782498,43.45221281118258
ID161,12,38,7,0,56.22770198647024,43.44206456510799
ID625,12,39,8,0,55.94083589224154,43.0946559014626
ID166,12,40,9,0,56.31023940070333,44.02157721645023
ID56,13,40,0,0,56.3087786338627,44.03149422996677
ID465,13,40,1,0,56.31816907594446,44.03046302124586
ID57,13,40,2,0,56.31113578200431,44.0384041864367
ID61,13,40,3,0,56.30600893946364,44.0239619427136
ID168,13,40,4,0,56.29558372010688,44.03263935155867
ID246,13,40,5,0,56.32325563392417,44.03017674036335
ID58,13,40,6,0,56.30999916099228,44.04022397312191
ID60,13,40,7,0,56.30646110454584,44.018332776462834
ID247,13,40,8,0,56.31129462391456,44.014701248560144
ID259,13,40,9,0,56.30631706458934,44.02102119318577
ID623,14,40,0,0,56.31236172221288,44.03019014008473
ID170,14,40,1,0,56.29537577899149,44.02907609160557
ID167,14,40,2,0,56.31206626446085,44.01561117939005
ID601,14,41,3,0,56.37799681559297,44.0675791973208
ID502,14,41,4,0,56.362455818627865,44.08015206542426
ID541,14,42,5,0,56.315927656296296,43.89751336457228
ID579,14,42,6,0,56.32212451223453,43.88354544654175
ID440,14,42,7,0,56.31498991090085,43.89798886279229
ID441,14,42,8,0,56.31642509235383,43.89763929572972
ID456,14,42,9,0,56.323197464303405,43.880072109166285
ID459,15,42,0,0,56.30878881763363,43.89787299930032
ID42,15,43,1,0,54.916421703181214,43.2967455051261
ID38,15,43,2,0,54.912067483988224,43.283423929747656
ID588,15,46,3,0,56.35409370978565,43.87318979288841
ID523,15,46,4,0,56.360409179226494,43.87132565977144
ID587,15,46,5,0,56.35168275868449,43.87567300586763
ID570,15,46,6,0,56.35376382596937,43.86170584346696
ID589,15,46,7,0,56.356373331936986,43.871878011172726
ID439,15,46,8,0,56.35692699262933,43.88122877364805
ID279,15,47,9,0,56.22935521202378,43.84367040142329
ID368,16,47,0,0,56.22707763061083,43.840686128357135
ID278,16,47,1,0,56.21789518585073,43.823787303991054
ID364,16,47,2,0,56.21795928521919,43.82199930364077
ID363,16,47,3,0,56.208621273201096,43.7924598932432
ID366,16,47,4,0,56.21590655005964,43.81619776772602
ID319,16,48,5,0,56.25751340576617,43.87060712970767
ID321,16,48,6,0,56.26041388441287,43.87887923753963
ID353,16,48,7,0,56.26100029561338,43.87324093644895
ID299,16,48,8,0,56.24749248378061,43.86751261053581
ID300,16,48,9,0,56.251873194486826,43.8725625522538
ID422,17,48,0,0,56.24517813403813,43.869655593012986
ID304,17,48,1,0,56.25615311267627,43.86400822478184
ID423,17,48,2,0,56.24487613219248,43.87287956561731
ID17,17,49,3,0,55.32946393881024,42.21825280463814
ID83,17,50,4,0,56.2564573900092,43.98307729166574
ID82,17,50,5,0,56.245837389405246,43.98102680390521
ID84,17,50,6,0,56.25716855773256,43.97369465206359
ID93,17,50,7,0,56.23365089699587,43.96610281912616
ID196,17,50,8,0,56.24623399721803,43.96069642880652
ID180,17,50,9,0,56.24394706277837,43.97907357357839
ID207,18,50,0,0,56.24275402293974,43.96473242076891
ID201,18,50,1,0,56.24261680168585,43.96408793477344
ID202,18,50,2,0,56.23927474858584,43.96902200228547
ID330,18,51,3,0,56.299483814120265,43.85504497007648
ID329,18,51,4,0,56.30097984816908,43.87346987111543
ID405,18,51,5,0,56.29606577978414,43.86989795445787
ID620,18,51,6,0,56.30869854858859,43.85942858881049
ID406,18,51,7,0,56.296005507387605,43.85615887394909
ID618,18,51,8,0,56.30478181632443,43.86718839805935
ID567,18,51,9,0,56.32591501796046,43.86709106415869
ID10,19,52,0,0,55.57798722630916,42.03376414964232
ID34,19,52,1,0,55.56396186603505,42.03939155082257
ID22,19,52,2,0,55.56777405475825,42.04072710227639
ID214,19,53,3,0,56.29538077135872,44.10937016296923
ID225,19,53,4,0,56.27862159247429,44.07735238935256
ID86,19,53,5,0,56.26511796076165,44.09119564664105
ID241,19,53,6,0,56.27060467469556,44.09107147811259
ID295,19,54,7,0,56.31217853873455,43.94559077590847
ID534,19,54,8,0,56.31747435362978,43.94521136754621
ID296,19,54,9,0,56.31537744837569,43.945070288410655
ID346,20,54,0,0,56.318356226250295,43.9452745086667
ID323,20,55,1,0,56.3020697736858,43.92818461570317
ID282,20,55,2,0,56.2758193331453,43.926241773342895
ID468,20,55,3,0,56.30136414953304,43.92317304705445
ID616,20,55,4,0,56.29729518722427,43.922618210107
ID467,20,55,5,0,56.2980742861887,43.92441495848645
ID12,20,56,6,0,55.38529552804521,42.114015316813216
ID206,20,57,7,0,56.22276495126832,43.94173006495657
ID146,20,58,8,0,56.23748461297443,43.39445142094976
ID232,20,58,9,0,56.25191249475171,43.41933740034463
ID150,21,58,0,0,56.24940343854283,43.42601170157873
ID124,21,58,1,0,56.24727835909675,43.42134963180944
ID333,21,59,2,0,56.346381747785664,43.80845148779123
ID558,21,59,3,0,56.35117992520815,43.820503248587656
ID475,21,59,4,0,56.35834003865179,43.80693992312087
ID602,21,60,5,0,56.31014260519791,43.82156963550777
ID605,21,60,6,0,56.3092163515959,43.80262632740633
ID182,21,61,7,0,56.16120584721848,44.207293706026206
ID222,21,61,8,0,56.14570776814724,44.21753733357225
ID183,21,61,9,0,56.15858056516549,44.20751614598864
ID224,22,61,0,0,56.15824902280991,44.20424116224611
