point_id,manager,lat,lon,n_visits
ID98,0,56.24344952419226,43.512914253943066,2
ID99,0,56.24151847218733,43.49690761660904,2
ID100,0,56.24034850927207,43.50461305929216,2
ID101,0,56.24454959129702,43.49051409244215,2
ID102,0,56.24118791507383,43.50433574306533,2
ID103,0,56.24374119299798,43.96482700794312,2
ID104,0,56.249829666952515,43.96028314375084,2
ID105,0,56.250581882108165,43.959583889353546,2
ID106,0,56.25196385357916,43.96010578077879,2
ID107,0,56.25215945994052,43.95866045145325,2
ID108,0,56.244912317377526,43.96447854154139,2
ID109,0,56.291252135359834,44.10541043965202,2
ID110,0,56.158686221521336,44.20603792604238,2
ID111,0,56.156291282500675,44.19994751994393,2
ID112,0,56.156899070435074,44.20517948951609,2
ID113,0,56.14572991984111,44.220964234888534,2
ID114,0,56.13104208657535,44.19344467944899,2
ID115,0,56.136439807331286,44.19872775356996,2
ID116,0,56.132578785005535,44.195926245158454,2
ID117,0,56.13428968829,44.200347481455736,2
ID118,0,56.13736066046265,44.196681219556986,2
ID119,0,56.13163053728663,44.19261222027737,2
ID120,0,56.13232520429999,44.19429078499166,1
ID121,0,56.322597043547134,43.95185745751769,2
ID122,0,56.25405471508904,43.46939757721552,1
ID123,0,56.25640557030996,43.454639614343385,2
ID124,0,56.24727835909675,43.42134963180944,2
ID125,0,56.237361704824735,43.41644713691846,2
ID126,0,56.22700534335048,43.41483963745571,2
ID127,0,56.22507802549199,43.44078658026342,2
ID128,0,56.22543767958059,43.43992877775604,2
ID129,0,56.23164016770855,43.45664477226579,2
ID130,0,56.225618221549695,43.453768233936565,2
ID131,0,56.24197980004377,43.52404471965556,2
ID132,0,56.2401168732311,43.52221026622027,2
ID133,0,56.33860257123506,43.94392253226642,1
ID134,0,56.344488410051454,43.93989748789008,1
ID135,0,56.30857184849283,43.97720375306976,2
ID136,0,56.30664205711498,43.97554321280201,2
ID137,0,56.30739405217715,43.98059903217809,1
ID138,0,56.3096211474921,43.9796665584593,1
ID139,0,56.31017928777103,44.00476424167771,2
ID140,0,56.30592720779559,44.01259526712572,2
ID141,0,56.30845359479964,44.0109025264863,2
ID142,0,56.20491749680045,42.67393174815616,2
ID143,0,56.20152985013721,42.70811765758262,2
ID144,0,56.22646670477133,43.184391203330115,2
ID145,0,56.21926722863013,43.2175944820124,2
ID146,0,56.23748461297443,43.39445142094976,2
ID147,0,56.24713581800831,43.39464320138967,2
ID148,0,56.24804042468153,43.40897969640582,2
ID149,0,56.24731639896362,43.42028053148482,2
ID150,0,56.24940343854283,43.42601170157873,2
ID151,0,56.24889995316328,43.43379039321995,2
ID152,0,56.2522660524228,43.43284064796582,2
ID153,0,56.253069169013955,43.453250520779605,2
ID154,0,56.26028343682171,43.458245363812814,2
ID155,0,56.262022890957454,43.45662629492022,1
ID156,0,56.24946345111653,43.49433779185123,2
ID157,0,56.23997934916671,43.50589051186411,2
ID158,0,56.22595303718157,43.45500822650388,2
ID159,0,56.23090527364302,43.460462115827106,2
ID160,0,56.22917518088077,43.44240840210755,2
ID161,0,56.22770198647024,43.44206456510799,2
ID162,0,56.22572771001899,43.21487243646705,2
ID163,0,56.2249099413489,43.181453769306955,2
ID164,0,56.202938251824754,42.67475307658381,2
ID165,0,56.20299104015464,42.70654860284195,2
ID166,0,56.31023940070333,44.02157721645023,2
ID167,0,56.31206626446085,44.01561117939005,2
ID168,0,56.29558372010688,44.03263935155867,2
ID169,0,56.29116596384266,44.05896675037757,2
ID170,0,56.29537577899149,44.02907609160557,2
ID171,0,56.290408594072645,44.0143074816523,2
ID172,0,56.30502115741687,44.02653577183557,2
ID173,0,56.308930010461594,44.027304469167,2
ID174,0,56.31274315421296,44.03992803111896,2
ID175,0,56.310925202211614,44.038100773364846,2
ID176,0,56.31465079597417,44.05543756221199,2
ID177,0,56.30569610075784,44.06263419253496,2
ID178,0,56.25759350852877,43.98185257472288,2
ID179,0,56.254048754110286,43.973819352136026,2
ID180,0,56.24394706277837,43.97907357357839,2
ID181,0,56.24602631210353,43.976569177990086,2
ID182,0,56.16120584721848,44.207293706026206,1
ID183,0,56.15858056516549,44.207516145988635,2
ID184,0,56.19260774419762,44.12216509543693,2
ID185,0,56.190501576946545,44.119771254627054,2
ID186,0,56.2007661999716,44.12291325112319,2
ID187,0,56.215175178779006,44.10177941854473,2
ID188,0,56.25630280903887,44.09642647891029,2
ID189,0,56.30408625934168,44.06002451608887,2
ID190,0,56.32401908745569,43.95715022949151,2
ID191,0,56.24459988735594,43.51122610491065,2
ID192,0,56.24446082434155,43.49854004575904,2
ID193,0,56.24453627290068,43.50448482860536,2
ID194,0,56.24419861396787,43.52323210006809,2
ID195,0,56.24194407107552,43.521593467074794,2
ID196,0,56.24623399721803,43.96069642880652,2
ID197,0,56.248946723585085,43.95850892481501,2
ID198,0,56.25311754380134,43.96330370942103,2
ID199,0,56.2480637417058,43.95657305866511,2
ID200,0,56.25480606680025,43.959888566044775,2
ID201,0,56.24261680168585,43.96408793477344,2
ID202,0,56.23927474858584,43.96902200228547,2
ID203,0,56.22723160423511,43.951143633639234,2
ID204,0,56.204901821772744,43.87985891461944,2
ID205,0,56.19790143821435,43.85557872825634,1
ID206,0,56.22276495126832,43.94173006495657,2
ID207,0,56.24275402293974,43.96473242076891,2
ID208,0,56.24047021823604,43.99942714897963,2
ID209,0,56.24287386533938,44.01251528298162,2
ID210,0,56.2416602808957,43.98917600824582,2
ID211,0,56.24292105889903,43.994833102845035,2
ID212,0,56.24270462452943,43.992707364454986,2
ID213,0,56.27495016233023,44.037854144504934,2
ID214,0,56.29538077135872,44.10937016296923,2
ID215,0,56.13675389288443,44.19234889759326,1
ID216,0,56.138047248095226,44.19678457310791,2
ID217,0,56.13469247899088,44.201565367838334,2
ID218,0,56.14020168391199,44.1958453106506,2
ID219,0,56.13833080176512,44.192070072807255,2
ID220,0,56.13982267539686,44.195323783745486,2
ID221,0,56.12944983862044,44.19523885162727,2
ID222,0,56.14570776814724,44.21753733357225,2
ID223,0,56.15436137038188,44.20274614859228,2
ID224,0,56.158249022809905,44.20424116224611,2
ID225,0,56.27862159247429,44.07735238935256,2
ID226,0,56.236819097824984,43.452212811182584,1
ID227,0,56.227893453562075,43.41347261687112,2
ID228,0,56.23698582981875,43.41826443271217,2
ID229,0,56.23446072663637,43.38790825841782,2
ID230,0,56.246281630133616,43.40121340507731,2
ID231,0,56.2501923792664,43.41029412239414,2
ID232,0,56.25191249475171,43.41933740034463,2
ID233,0,56.247049825206325,43.42551662169221,2
ID234,0,56.25019899241303,43.424867894518535,2
ID235,0,56.246955307060425,43.43396433090513,2
ID236,0,56.25453424686702,43.43008502148657,2
ID237,0,56.25311312962311,43.45563599169657,2
ID238,0,56.30273245954083,44.04949596581684,2
ID239,0,56.289365465039594,44.06591785559318,2
ID240,0,56.27063280879064,44.091599912286505,2
ID241,0,56.270604674695555,44.09107147811259,2
ID242,0,56.274146164743826,44.08491719825626,2
ID243,0,56.31970930277721,44.06221287415218,1
ID244,0,56.31408877424422,44.05771879835593,1
ID245,0,56.31730121372235,44.03522787118592,2
ID246,0,56.32325563392417,44.030176740363345,2
ID247,0,56.31129462391456,44.014701248560144,2
ID248,0,56.3099549965692,44.00997271607952,2
ID249,0,56.30711475964927,44.00617090994571,2
ID250,0,56.303195789582915,43.99161644186295,2
ID251,0,56.29858244875151,43.99333506165431,2
ID252,0,56.29559111044222,43.99469867329685,1
ID253,0,56.294846107492624,43.979753977382806,1
ID254,0,56.29513128523346,43.99987422207735,1
ID255,0,56.28808811946155,43.994957451317994,2
ID256,0,56.284126109132714,43.99792886655224,2
ID257,0,56.30698023029857,43.974741193644874,2
ID258,0,56.30751572198665,43.9803435426366,2
ID259,1,56.30631706458934,44.02102119318577,2
ID260,1,56.23401821465436,43.94579493551279,2
ID261,1,56.23647034721606,43.93973939593001,2
ID262,1,56.24014790733847,43.94624515729883,1
ID263,1,56.23713443073225,43.94086571015015,2
ID264,1,56.2714708779557,43.93947225471975,1
ID265,1,56.27215478764281,43.9405942398346,2
ID266,1,56.27228190269128,43.94437128593528,2
ID267,1,56.2794855831549,43.957673419450856,2
ID268,1,56.2866843537488,43.96066719216095,2
ID269,1,56.29324728247546,43.95443889746035,2
ID270,1,56.29472942708435,43.95177008398834,2
ID271,1,56.24818311071719,43.92734123003014,1
ID272,1,56.25015810154089,43.92390088378493,1
ID273,1,56.2182851036812,43.84747396882795,2
ID274,1,56.21699076322352,43.83049514124265,2
ID275,1,56.21085688466785,43.790292914978565,2
ID276,1,56.21730072486768,43.8148661653673,1
ID277,1,56.22366691873025,43.815529356398464,2
ID278,1,56.21789518585073,43.823787303991054,2
ID279,1,56.22935521202378,43.84367040142329,2
ID280,1,56.23173171025674,43.83298776070974,2
ID281,1,56.23784668239407,43.840048894384125,2
ID282,1,56.2758193331453,43.926241773342895,2
ID283,1,56.26132404455859,43.92163344125717,2
ID284,1,56.256834393123874,43.91342292026935,1
ID285,1,56.24186572464441,43.906407238072106,1
ID286,1,56.23027380675578,43.87698524676134,1
ID287,1,56.22973025002562,43.87947362950832,2
ID288,1,56.23171015587958,43.878464767544614,1
ID289,1,56.22668081488916,43.88211507346136,1
ID290,1,56.238374261969994,43.895168071001656,2
ID291,1,56.25140013517945,43.94316494802851,2
ID292,1,56.25155577379688,43.94162696016205,2
ID293,1,56.260855360138954,43.93292933792426,2
ID294,1,56.26656997576941,43.93707942700749,2
ID295,1,56.31217853873455,43.94559077590847,1
ID296,1,56.31537744837569,43.945070288410655,2
ID297,1,56.30079903564073,43.95119918048395,2
ID298,1,56.24440786333858,43.873062845368466,2
ID299,1,56.24749248378061,43.86751261053581,1
ID300,1,56.251873194486826,43.8725625522538,1
ID301,1,56.24855204456911,43.86904772346091,1
ID302,1,56.25455757704776,43.87311357234222,1
ID303,1,56.25345369838799,43.87706018462829,2
ID304,1,56.25615311267627,43.86400822478184,2
ID305,1,56.26498207556229,43.85463346854668,2
ID306,1,56.26509752294236,43.85338303920796,2
ID307,1,56.26450647611258,43.86124567678081,2
ID308,1,56.262911942769705,43.863456169738214,1
ID309,1,56.26756858858005,43.84868580571605,2
ID310,1,56.24159348031626,43.86789339847467,2
ID311,1,56.24466016498619,43.87373098139442,2
ID312,1,56.2377024914979,43.83790403230466,1
ID313,1,56.24503470441234,43.82358909456292,2
ID314,1,56.248823203364104,43.82508972711385,2
ID315,1,56.24669099084166,43.83758101022783,2
ID316,1,56.25500326587811,43.83190128873316,1
ID317,1,56.25210001423457,43.84387314042062,1
ID318,1,56.256700952357434,43.85002680321213,2
ID319,1,56.25751340576617,43.870607129707665,2
ID320,1,56.258518676936255,43.87332291877416,2
ID321,1,56.26041388441287,43.87887923753963,2
ID322,1,56.30635110224536,43.93040225523825,1
ID323,1,56.3020697736858,43.92818461570317,1
ID324,1,56.29112315326828,43.89379471585608,2
ID325,1,56.290457218557826,43.89291298235662,2
ID326,1,56.28637292388907,43.90058479675001,2
ID327,1,56.289887196798574,43.88383716515341,2
ID328,1,56.29042170452277,43.880942440876005,1
ID329,1,56.30097984816908,43.873469871115425,2
ID330,1,56.299483814120265,43.85504497007648,2
ID331,1,56.30056637082465,43.851551445633795,1
ID332,1,56.29948897579195,43.85227932665424,1
ID333,1,56.346381747785664,43.80845148779123,2
ID334,1,56.2597973218662,43.91012459602735,2
ID335,1,56.2601949529612,43.91057906967361,1
ID336,1,56.26173286647592,43.90578196583705,2
ID337,1,56.25827200575235,43.89847518919581,2
ID338,1,56.25707635118715,43.89910894761912,2
ID339,1,56.25879894437028,43.88951261579464,1
ID340,1,56.25414870792127,43.879601716512504,1
ID341,1,56.25728476592765,43.87072307250156,2
ID342,1,56.27115447468166,43.890170120459075,2
ID343,1,56.27030245018722,43.89721966059161,2
ID344,1,56.28199561245896,43.892782560281546,2
ID345,1,56.2854298760079,43.89500414633579,2
ID346,1,56.318356226250295,43.9452745086667,2
ID347,1,56.299826465010966,43.95063383940531,2
ID348,1,56.30111923379424,43.95147878983622,2
ID349,1,56.25624523883167,43.90150506502646,2
ID350,1,56.262279414914005,43.89681122842311,2
ID351,1,56.26285562404271,43.898092119834686,2
ID352,1,56.26009872504879,43.88544291276829,1
ID353,1,56.26100029561338,43.87324093644895,2
ID354,1,56.257368945287475,43.87847841295143,1
ID355,1,56.25263562919026,43.8714809268944,2
ID356,1,56.259355549565,43.86861814475926,2
ID357,1,56.25625999800639,43.86762129129609,2
ID358,1,56.25882592427467,43.86506138261827,2
ID359,1,56.25065986270713,43.87783991590726,2
ID360,1,56.244386648316926,43.86738972566985,2
ID361,1,56.22266072174938,43.8452687147505,2
ID362,1,56.218045049690815,43.83195976688256,2
ID363,1,56.208621273201096,43.7924598932432,2
ID364,1,56.21795928521919,43.82199930364077,1
ID365,1,56.220122016278296,43.81275915611713,1
ID366,1,56.215906550059636,43.816197767726024,2
ID367,1,56.22201667046795,43.82543379743218,2
ID368,1,56.22707763061083,43.840686128357135,2
ID369,1,56.2285259842346,43.82732724460517,2
ID370,1,56.24066717648812,43.83849073669773,2
ID371,1,56.28176793797601,43.923518471947354,2
ID372,1,56.28137117620721,43.92580655851184,1
ID373,1,56.2736089755836,43.94147984714953,2
ID374,1,56.27392713354773,43.93748342853532,2
ID375,1,56.26839702738259,43.93974556727909,1
ID376,1,56.26510790927786,43.94915265015328,1
ID377,1,56.268817535146,43.94298589361557,2
ID378,1,56.25729257681174,43.93593662298757,2
ID379,1,56.2514952575296,43.94202490458854,2
ID380,1,56.253341476117534,43.94200996907728,2
ID381,1,56.23411935378288,43.94198436104195,2
ID382,1,56.23675489165498,43.94837312939843,2
ID383,1,56.239598932316575,43.94332660740496,2
ID384,1,56.299262108615544,44.0221634179781,2
ID385,1,56.261771449986064,43.91534375267658,2
ID386,1,56.26161592296553,43.921788235867155,1
ID387,1,56.264020517356784,43.91952078369834,1
ID388,1,56.26963585820529,43.899676565153754,1
ID389,1,56.270283782821906,43.89008470907804,2
ID390,1,56.273192212774,43.89248689563474,2
ID391,1,56.26907615829779,43.847846421297106,2
ID392,1,56.27237667642416,43.862349449355435,1
ID393,1,56.28111413524162,43.8965106671692,1
ID394,1,56.27779109499296,43.89421520612601,1
ID395,1,56.28646703692454,43.890841617793306,2
ID396,1,56.28571037463513,43.899322271150254,2
ID397,1,56.29630315802382,43.949675540955866,2
ID398,1,56.28347292098022,43.95455682071499,2
ID399,1,56.28204445498159,43.95302854965898,2
ID400,1,56.28842744250349,43.901491091005646,2
ID401,1,56.28983529114801,43.89901788421861,2
ID402,1,56.29438929516095,43.891823194936954,2
ID403,1,56.29037383767971,43.8789651487573,1
ID404,1,56.286537353809045,43.88128225926667,2
ID405,1,56.29606577978414,43.86989795445787,2
ID406,1,56.296005507387605,43.85615887394909,2
ID407,1,56.341473437261186,43.80731009296344,2
ID408,1,56.32376742748553,43.92831420812981,1
ID409,1,56.252801517091406,43.80758521468213,1
ID410,1,56.243668126023465,43.81773501786304,1
ID411,1,56.25044752655315,43.82040029003241,2
ID412,1,56.24869347260733,43.82864135001115,2
ID413,1,56.251091899699226,43.834723137758985,2
ID414,1,56.24973759600679,43.83510331071516,1
ID415,1,56.252965555962966,43.838673516196145,1
ID416,1,56.25472419321638,43.85252645724941,2
ID417,1,56.26921381267968,43.86114891272839,2
ID418,1,56.26627689545059,43.85670844052454,2
ID419,1,56.267548431077515,43.85704605628617,2
ID420,1,56.26832267982871,43.86116112234606,1
ID421,1,56.25648229177595,43.91005634497122,1
ID422,1,56.24517813403813,43.869655593012986,2
ID423,1,56.24487613219248,43.87287956561731,2
ID424,1,56.243597360678656,43.868606236169775,1
ID425,1,56.24064276131328,43.8686071066337,1
ID426,1,56.23227914085359,43.877075482106875,2
ID427,1,56.23645354710545,43.879764317419614,1
ID428,1,56.230331666197785,43.88199714832089,1
ID429,1,56.23138979000159,43.888109633607144,1
ID430,1,56.23939048655462,43.89000049947983,2
ID431,1,56.24873924691146,43.922329352490735,1
ID432,1,56.258334504042494,43.91605678729983,2
ID433,2,56.34614206423328,43.920103893217814,2
ID434,2,56.34815326660145,43.88548196080664,2
ID435,2,56.35159044830838,43.89123511676826,1
ID436,2,56.344183126420376,43.89078951793397,2
ID437,2,56.34880991321234,43.903631829108996,2
ID438,2,56.355471359053496,43.880604300866615,2
ID439,2,56.35692699262933,43.88122877364805,2
ID440,2,56.31498991090085,43.89798886279229,2
ID441,2,56.31642509235383,43.89763929572972,2
ID442,2,56.31596889135078,43.91489333621413,2
ID443,2,56.31668971569624,43.920027799737845,2
ID444,2,56.3180645943479,43.92377888618074,2
ID445,2,56.355170800702595,43.8597813305431,2
ID446,2,56.362103354629326,43.84266759751884,2
ID447,2,56.4905230958516,43.59826869003599,2
ID448,2,56.514212970533784,43.550820391140434,1
ID449,2,56.64169947655544,43.404240716910856,2
ID450,2,56.53176214287023,43.53995656329048,2
ID451,2,56.4928037255994,43.61592946468394,2
ID452,2,56.416669111021946,43.6365274686286,2
ID453,2,56.42068970916382,43.644529985733904,2
ID454,2,56.3811059075389,43.78526488070986,2
ID455,2,56.38570025614517,43.78461637835942,2
ID456,2,56.323197464303405,43.880072109166285,2
ID457,2,56.31652199520433,43.92609321194004,2
ID458,2,56.31846217985571,43.898712298800255,1
ID459,2,56.30878881763363,43.89787299930032,2
ID460,2,56.31200976113701,43.901595369774576,2
ID461,2,56.30910817067957,43.89864260853712,2
ID462,2,56.30962553323234,43.88930309984095,2
ID463,2,56.31568900573377,43.88778190535348,2
ID464,2,56.31479371772342,43.88613321834091,2
ID465,2,56.31816907594446,44.03046302124586,2
ID466,2,56.295124933022926,43.92475567670439,2
ID467,2,56.2980742861887,43.92441495848645,2
ID468,2,56.30136414953304,43.92317304705445,2
ID469,2,56.29831063381472,43.92335602757876,2
ID470,2,56.301533158097875,43.92596064749437,2
ID471,2,56.31736067553575,43.9490197017442,2
ID472,2,56.31799780315407,43.950179523900275,2
ID473,2,56.35735152736915,43.82677527363371,1
ID474,2,56.35252507220684,43.8178097843852,2
ID475,2,56.35834003865179,43.80693992312087,2
ID476,2,56.36541657103191,43.785892545864186,2
ID477,2,56.36310732678875,43.797347063024056,2
ID478,2,56.34832657431338,43.80086607331821,1
ID479,2,56.346914657635665,43.80583751638937,2
ID480,2,56.34788484628215,43.80167033346495,2
ID481,2,56.3311547038767,43.8259831332425,2
ID482,2,56.32799742204136,43.84228021646029,2
ID483,2,56.33126308842132,43.84509507253866,1
ID484,2,56.3303380961395,43.84588119531563,2
ID485,2,56.29257097309731,43.93622823466374,2
ID486,2,56.299076805571374,43.8906640822286,2
ID487,2,56.30592905242456,43.86920419668207,2
ID488,2,56.296695991033396,43.8474877372335,2
ID489,2,56.30307325817989,43.82372092392656,2
ID490,2,56.310638865611445,43.82654633870927,2
ID491,2,56.313284847764066,43.81878892914795,2
ID492,2,56.30903262189805,43.80037633798872,2
ID493,2,56.10428272232847,43.51735122742757,2
ID494,2,56.10556194595998,43.51248112963457,2
ID495,2,56.103195734418186,43.49084628023591,2
ID496,2,56.11251982108283,43.48276869264804,2
ID497,2,56.34663324126894,43.92054021646418,2
ID498,2,56.37556029806982,44.058409759965805,2
ID499,2,56.37086141133481,44.06319033760022,2
ID500,2,56.37275171228651,44.071254262323286,2
ID501,2,56.36548471752709,44.07217870201037,2
ID502,2,56.362455818627865,44.08015206542426,2
ID503,2,56.350342924241495,44.08147422507146,1
ID504,2,56.346847885035665,44.089224134991085,2
ID505,2,56.33131918229858,44.12536292273242,2
ID506,2,56.35593152053329,44.08862120226211,2
ID507,2,56.36519692188161,44.113883957445175,2
ID508,2,56.37569370649222,44.067465311109906,2
ID509,2,56.11475740214236,43.53026966014696,2
ID510,2,55.96911494265795,43.10074797257022,2
ID511,2,56.00677661757645,43.112628936568655,2
ID512,2,55.99605425504678,43.110016035463104,2
ID513,2,55.9857525374951,43.10507394765211,2
ID514,2,55.94015688371304,43.07157590848105,2
ID515,2,55.95618362904333,43.054873360585674,2
ID516,2,55.94123911998357,43.04562483240888,2
ID517,2,55.936897446669,43.07490555714855,2
ID518,2,55.94158338811002,43.09146119440329,2
ID519,2,55.94187957242211,43.10436650962198,1
ID520,2,55.94068187454074,43.10341388851276,2
ID521,2,56.33208253961374,43.930882989608136,2
ID522,2,56.330663306383265,43.90628079675738,1
ID523,2,56.360409179226494,43.87132565977144,2
ID524,2,56.36312440424612,43.84311453364421,2
ID525,2,56.39937897961171,43.70839697707233,2
ID526,2,56.4091389753451,43.704160286188056,2
ID527,2,56.393815155527335,43.756454318817305,2
ID528,2,56.37215354178904,43.82731732820286,2
ID529,2,56.36657862386498,43.8393381608978,2
ID530,2,56.360025897118106,43.85498448887659,2
ID531,2,56.35597037658407,43.868471554887925,2
ID532,2,56.350529380441095,43.864204638943306,2
ID533,2,56.31633867461665,43.95482965910041,2
ID534,2,56.31747435362978,43.945211367546214,2
ID535,2,56.29978740319686,43.93013083068452,2
ID536,2,56.311606086906274,43.89622082906828,2
ID537,2,56.307905900333736,43.90045007139614,2
ID538,2,56.311442702368375,43.90142672523489,2
ID539,2,56.30660829525312,43.88509504206689,2
ID540,2,56.31606569681647,43.89550509449434,2
ID541,2,56.315927656296296,43.89751336457228,2
ID542,2,56.31928086911113,43.917496846374526,2
ID543,2,56.32128525991788,43.91733838250226,2
ID544,2,56.31727011457803,43.92689593856258,2
ID545,2,56.3700352094783,43.84568706713405,2
ID546,2,56.41751485855256,43.647824255206125,2
ID547,2,56.42083112172997,43.63541809764047,2
ID548,2,56.49563734625439,43.594346491747174,2
ID549,2,56.63944275072793,43.39706548702315,2
ID550,2,56.53837480957932,43.53839329886376,2
ID551,2,56.49281778060656,43.61285027851453,2
ID552,2,56.47917956888962,43.60302571282397,1
ID553,2,56.39562097864861,43.70323021016143,2
ID554,2,56.409229986926086,43.706774346335806,2
ID555,2,56.38821631756318,43.75494524124564,2
ID556,2,56.34461664923259,43.866914737808976,2
ID557,2,56.35752393267014,43.82610704212056,1
ID558,2,56.35117992520815,43.820503248587656,2
ID559,2,56.358452050709474,43.796243416179266,2
ID560,2,56.36396579610545,43.78594148203294,2
ID561,2,56.35779427007771,43.806238299497366,2
ID562,2,56.34779818962854,43.8048316174247,2
ID563,2,56.35353025631952,43.80167348232822,2
ID564,2,56.33477950698067,43.82512971633172,2
ID565,2,56.328805910055486,43.837144568941675,2
ID566,2,56.324574581454286,43.841158025102374,2
ID567,2,56.32591501796046,43.86709106415869,1
ID568,2,56.31987899842998,43.93210802276611,2
ID569,2,56.360405212164125,43.86951123739558,2
ID570,2,56.35376382596937,43.86170584346696,2
ID571,2,56.35644243312824,43.85070613411087,2
ID572,2,56.360154810152935,43.83891154250947,2
ID573,2,56.36678706119224,43.84375283664702,1
ID574,2,56.360504196377065,43.84029965081679,2
ID575,2,56.3709410566756,43.82248524314524,2
ID576,2,56.38588191417029,43.78399793138744,2
ID577,2,56.38109450232248,43.78586136139161,2
ID578,2,56.38450921598554,43.79314250962581,1
ID579,2,56.32212451223453,43.88354544654175,2
ID580,2,56.33187182094821,43.92551168947613,2
ID581,2,56.337693783998375,43.92887700697198,1
ID582,2,56.34260443458897,43.8860802102411,2
